worker_id,assignment_id,rt,slider_response,raw_stimulus,scenario,comparison,item_type,trial_index,time_elapsed
50,62cb8baf4fbe7c0a2b86ee08,2720,52,"Suppose you learn someone likes <b>drinking tea</b>. How much does that change your beliefs about whether they would also <b>like red wine</b>?",drinking tea,like red wine,other category,7,52148
50,62cb8baf4fbe7c0a2b86ee08,2751,69,"Suppose you learn someone likes watching <b>fantasy movies</b>. How much does that change your beliefs about whether they would also <b>like adventure movies</b>?",fantasy movies,like adventure movies,same category,8,54903
70,62cb8baf4fbe7c0a2b86ee07,5887,72,"Suppose you learn someone likes <b>drinking white wine</b>. How much does that change your beliefs about whether they would also <b>like red wine</b>?",drinking white wine,like red wine,close competitor,3,66345
70,62cb8baf4fbe7c0a2b86ee07,16402,87,"Suppose you learn someone wants to take an <b>afternoon flight to Boston</b>. How much does that change your beliefs about whether they would also <b>want a morning flight to Boston</b>?",afternoon flight to Boston,want a morning flight to Boston,close competitor,4,82747
70,62cb8baf4fbe7c0a2b86ee07,21741,100,"Suppose you learn someone likes listening to <b>hard rock</b>. How much does that change your beliefs about whether they would also <b>like heavy metal</b>?",hard rock,like heavy metal,same category,5,104489
70,62cb8baf4fbe7c0a2b86ee07,6199,35,"Suppose you learn someone likes watching <b>fantasy movies</b>. How much does that change your beliefs about whether they would also <b>like film noirs</b>?",fantasy movies,like film noirs,same category,6,110689
70,62cb8baf4fbe7c0a2b86ee07,9475,71,"Suppose you learn someone likes watching <b>cartoons</b>. How much does that change your beliefs about whether they would also <b>like thrillers</b>?",cartoons,like thrillers,other category,7,120166
70,62cb8baf4fbe7c0a2b86ee07,13267,0,"Suppose you learn someone wants to take a <b>morning flight to Madrid</b>. How much does that change your beliefs about whether they would also <b>want an evening flight to Paris</b>?",morning flight to Madrid,want an evening flight to Paris,same category,8,133433
50,62cb8baf4fbe7c0a2b86ee08,126791,49,"Suppose you learn someone likes <b>pasta arrabiata</b>. How much does that change your beliefs about whether they would also <b>like chocolate cookies</b>?",pasta arrabiata,like chocolate cookies,other category,9,181698
50,62cb8baf4fbe7c0a2b86ee08,2042,51,"Suppose you learn someone likes watching <b>cartoons</b>. How much does that change your beliefs about whether they would also <b>like horror movies</b>?",cartoons,like horror movies,other category,10,183744
70,62cb8baf4fbe7c0a2b86ee07,196752,0,"Suppose you learn someone likes <b>drinking tea</b>. How much does that change your beliefs about whether they would also <b>like red wine</b>?",drinking tea,like red wine,other category,9,330186
70,62cb8baf4fbe7c0a2b86ee07,2990,0,"Suppose you learn someone likes <b>raspberry cake</b>. How much does that change your beliefs about whether they would also <b>like pasta al forno</b>?",raspberry cake,like pasta al forno,other category,10,333178
15,62cb8baf4fbe7c0a2b86ee07,12635,46,"Suppose you learn someone likes <b>pasta arrabiata</b>. How much does that change your beliefs about whether they would also <b>like pizza</b>?",pasta arrabiata,like pizza,same category,1,25883
15,62cb8baf4fbe7c0a2b86ee07,5743,49,"Suppose you learn someone likes <b>drinking white wine</b>. How much does that change your beliefs about whether they would also <b>like beer</b>?",drinking white wine,like beer,same category,2,31630
15,62cb8baf4fbe7c0a2b86ee07,2326,50,"Suppose you learn someone likes <b>drinking tea</b>. How much does that change your beliefs about whether they would also <b>like soft drinks</b>?",drinking tea,like soft drinks,same category,3,33956
15,62cb8baf4fbe7c0a2b86ee07,4857,49,"Suppose you learn someone likes watching <b>cartoons</b>. How much does that change your beliefs about whether they would also <b>like thrillers</b>?",cartoons,like thrillers,other category,4,38815
15,62cb8baf4fbe7c0a2b86ee07,3776,37,"Suppose you learn someone likes listening to <b>bebop jazz</b> How much does that change your beliefs about whether they would also <b>like doom metal</b>?",bebop jazz,like doom metal,other category,5,42593
15,62cb8baf4fbe7c0a2b86ee07,8031,51,"Suppose you learn someone wants to take a <b>morning flight to Madrid</b>. How much does that change your beliefs about whether they would also <b>want an evening flight to Paris</b>?",morning flight to Madrid,want an evening flight to Paris,same category,6,50625
15,62cb8baf4fbe7c0a2b86ee07,9153,64,"Suppose you learn someone likes <b>raspberry cake</b>. How much does that change your beliefs about whether they would also <b>like raspberry pie</b>?",raspberry cake,like raspberry pie,close competitor,7,59780
15,62cb8baf4fbe7c0a2b86ee07,5118,47,"Suppose you learn someone wants to take an <b>afternoon flight to Boston</b>. How much does that change your beliefs about whether they would also <b>want an afternoon flight to Europe</b>?",afternoon flight to Boston,want an afternoon flight to Europe,other category,8,64898
15,62cb8baf4fbe7c0a2b86ee07,2771,50,"Suppose you learn someone likes watching <b>fantasy movies</b>. How much does that change your beliefs about whether they would also <b>like animation films</b>?",fantasy movies,like animation films,other category,9,67672
15,62cb8baf4fbe7c0a2b86ee07,4171,52,"Suppose you learn someone likes listening to <b>hard rock</b>. How much does that change your beliefs about whether they would also <b>like dixieland</b>?",hard rock,like dixieland,other category,10,71844
65,62cb8baf4fbe7c0a2b86ee08,10610,71,"Suppose you learn someone likes <b>raspberry cake</b>. How much does that change your beliefs about whether they would also <b>like chocolate cookies</b>?",raspberry cake,like chocolate cookies,same category,1,34685
65,62cb8baf4fbe7c0a2b86ee08,3760,33,"Suppose you learn someone likes listening to <b>hard rock</b>. How much does that change your beliefs about whether they would also <b>like bebop jazz</b>?",hard rock,like bebop jazz,other category,2,38451
65,62cb8baf4fbe7c0a2b86ee08,3891,83,"Suppose you learn someone likes watching <b>fantasy movies</b>. How much does that change your beliefs about whether they would also <b>like animation films</b>?",fantasy movies,like animation films,other category,3,42348
65,62cb8baf4fbe7c0a2b86ee08,4505,39,"Suppose you learn someone likes <b>drinking tea</b>. How much does that change your beliefs about whether they would also <b>like beer</b>?",drinking tea,like beer,other category,4,46861
65,62cb8baf4fbe7c0a2b86ee08,3807,19,"Suppose you learn someone likes <b>drinking white wine</b>. How much does that change your beliefs about whether they would also <b>like red wine</b>?",drinking white wine,like red wine,close competitor,5,50675
65,62cb8baf4fbe7c0a2b86ee08,3697,52,"Suppose you learn someone likes <b>pasta arrabiata</b>. How much does that change your beliefs about whether they would also <b>like lemon cake</b>?",pasta arrabiata,like lemon cake,other category,6,54376
65,62cb8baf4fbe7c0a2b86ee08,5442,66,"Suppose you learn someone wants to take a <b>morning flight to Madrid</b>. How much does that change your beliefs about whether they would also <b>want a morning flight to the United States</b>?",morning flight to Madrid,want a morning flight to the United States,other category,7,59824
49,62cb8baf4fbe7c0a2b86ee08,40015,31,"Suppose you learn someone likes listening to <b>hard rock</b>. How much does that change your beliefs about whether they would also <b>like bebop jazz</b>?",hard rock,like bebop jazz,other category,1,129395
65,62cb8baf4fbe7c0a2b86ee08,3913,32,"Suppose you learn someone likes watching <b>cartoons</b>. How much does that change your beliefs about whether they would also <b>like thrillers</b>?",cartoons,like thrillers,other category,8,63744
72,62cb8baf4fbe7c0a2b86ee07,8363,93,"Suppose you learn someone likes <b>raspberry cake</b>. How much does that change your beliefs about whether they would also <b>like raspberry pie</b>?",raspberry cake,like raspberry pie,close competitor,1,92732
65,62cb8baf4fbe7c0a2b86ee08,3437,48,"Suppose you learn someone wants to take an <b>afternoon flight to Boston</b>. How much does that change your beliefs about whether they would also <b>want an afternoon flight to San Francisco</b>?",afternoon flight to Boston,want an afternoon flight to San Francisco,same category,9,67185
65,62cb8baf4fbe7c0a2b86ee08,3528,55,"Suppose you learn someone likes listening to <b>bebop jazz</b> How much does that change your beliefs about whether they would also <b>like cool jazz</b>?",bebop jazz,like cool jazz,same category,10,70722
89,62cb8baf4fbe7c0a2b86ee08,47464,61,"Suppose you learn someone likes watching <b>fantasy movies</b>. How much does that change your beliefs about whether they would also <b>like cartoons</b>?",fantasy movies,like cartoons,other category,1,99478
72,62cb8baf4fbe7c0a2b86ee07,11069,71,"Suppose you learn someone likes listening to <b>hard rock</b>. How much does that change your beliefs about whether they would also <b>like bebop jazz</b>?",hard rock,like bebop jazz,other category,2,103804
89,62cb8baf4fbe7c0a2b86ee08,5047,50,"Suppose you learn someone likes <b>drinking tea</b>. How much does that change your beliefs about whether they would also <b>like beer</b>?",drinking tea,like beer,other category,2,104527
72,62cb8baf4fbe7c0a2b86ee07,6565,86,"Suppose you learn someone likes watching <b>cartoons</b>. How much does that change your beliefs about whether they would also <b>like comedies</b>?",cartoons,like comedies,same category,3,110372
89,62cb8baf4fbe7c0a2b86ee08,8268,20,"Suppose you learn someone likes listening to <b>bebop jazz</b> How much does that change your beliefs about whether they would also <b>like doom metal</b>?",bebop jazz,like doom metal,other category,3,112797
72,62cb8baf4fbe7c0a2b86ee07,7430,68,"Suppose you learn someone likes watching <b>fantasy movies</b>. How much does that change your beliefs about whether they would also <b>like adventure movies</b>?",fantasy movies,like adventure movies,same category,4,117805
89,62cb8baf4fbe7c0a2b86ee08,4749,50,"Suppose you learn someone likes <b>drinking white wine</b>. How much does that change your beliefs about whether they would also <b>like coffee</b>?",drinking white wine,like coffee,other category,4,117548
49,62cb8baf4fbe7c0a2b86ee08,32947,86,"Suppose you learn someone wants to take an <b>afternoon flight to Boston</b>. How much does that change your beliefs about whether they would also <b>want an afternoon flight to Europe</b>?",afternoon flight to Boston,want an afternoon flight to Europe,other category,2,162346
72,62cb8baf4fbe7c0a2b86ee07,8590,75,"Suppose you learn someone wants to take an <b>afternoon flight to Boston</b>. How much does that change your beliefs about whether they would also <b>want a morning flight to Boston</b>?",afternoon flight to Boston,want a morning flight to Boston,close competitor,5,126397
89,62cb8baf4fbe7c0a2b86ee08,12742,50,"Suppose you learn someone likes watching <b>cartoons</b>. How much does that change your beliefs about whether they would also <b>like thrillers</b>?",cartoons,like thrillers,other category,5,130291
72,62cb8baf4fbe7c0a2b86ee07,11765,34,"Suppose you learn someone likes <b>drinking white wine</b>. How much does that change your beliefs about whether they would also <b>like whiskey</b>?",drinking white wine,like whiskey,same category,6,138165
89,62cb8baf4fbe7c0a2b86ee08,4983,62,"Suppose you learn someone likes <b>raspberry cake</b>. How much does that change your beliefs about whether they would also <b>like lemon cake</b>?",raspberry cake,like lemon cake,same category,6,135277
